dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.subject.keywords,item.collection,item.openaireRights,dc.authority.people,
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262268,-,2004,-,nazionale,R.D.E.,-,Milano,-,01.1 Articolo in Rivista,none,1,"MANGIAROTTI, RAFFAELLA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262276,-,2003,-,nazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262285,-,2007,-,nazionale,Edinterni,-,Milano,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262298,-,2003,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIAZZA, MARIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262328,-,2007,-,nazionale,Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"GALBIATI, MARIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262661,-,2004,-,internazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262694,-,2006,-,nazionale,-,-,Faenza,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262756,-,2003,-,internazionale,Franco Angeli,-,Milano,-,01.1 Articolo in Rivista,none,1,"CIUCCARELLI, PAOLO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262764,-,2005,-,nazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,3,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262803,ita,2006,-,nazionale,-,-,-,moda; design degli interni; interior design,01.1 Articolo in Rivista,none,2,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/262957,-,2007,-,internazionale,Progetto Editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263179,-,2004,-,nazionale,Artek Editore,-,Varese,-,01.1 Articolo in Rivista,none,1,"MERONI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263349,eng,2006,"Sì, ma tipo non specificato",internazionale,-,-,-,"Combinatorial optimization, Cardinality constraint, Annotated bibliography",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"BRUGLIERI, MAURIZIO;M. Ehrgott;H. Hamacher;MAFFIOLI, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263440,ita,2006,-,nazionale,-,-,-,hotel design; contract design,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263459,-,2001,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263551,eng;ita,2004,-,internazionale,-,-,-,interior contract; contract design,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263594,-,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263610,ita,2002,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"COLLINA, LUISA MARIA VIRGINIA;SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263612,-,2004,-,nazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"ARQUILLA, VENANZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263645,-,2006,"Sì, ma tipo non specificato",internazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263656,eng;ita,2003,-,nazionale,-,-,-,contract design; prodotto d'arredo; furniture design,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263828,-,2006,-,nazionale,Mondo GIS,-,Roma,-,01.1 Articolo in Rivista,none,1,"CECONELLO, MAURO ATTILIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/263865,ita,2006,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/264475,-,2007,-,nazionale,Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"PILLAN, MARGHERITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/264589,-,2005,-,internazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,2,"SIMONELLI, GIULIANO;VIGNATI, ARIANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/264803,ita,2004,-,nazionale,-,-,-,titanio; anodizzazione; design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ROGNOLI, VALENTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/264910,-,2007,-,nazionale,Edinterni,-,Milano,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/264950,ita,2003,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"F. Maggiulli;PIARDI, SILVIA ELVIRA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265008,eng,2002,"Sì, ma tipo non specificato",internazionale,-,-,-,Doctoral curricula in design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIZZOCARO, SILVIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265084,-,2003,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIAZZA, MARIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265251,-,2007,-,internazionale,Progetto Editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265353,-,2001,-,nazionale,F. Angeli,ITA,Milano,-,01.1 Articolo in Rivista,none,1,"PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265538,-,2007,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265540,eng,2007,-,internazionale,UNICENP,-,Curitiba,-,01.1 Articolo in Rivista,none,1,"VEZZOLI, CARLO ARNALDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/265645,-,2006,-,nazionale,Mancosu Editore,-,Roma,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266402,-,2002,-,internazionale,Ed. Modo,-,Milano,-,01.1 Articolo in Rivista,none,1,"GALBIATI, MARIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266450,-,2002,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CECONELLO, MAURO ATTILIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266466,-,2007,-,nazionale,Edinterni,-,Milano,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266481,-,2007,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BISSON, MARIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266546,-,2005,-,internazionale,Progetto Editrice Srl,-,Milano,-,01.1 Articolo in Rivista,none,1,"QUAGGIOTTO, MARCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266567,-,2006,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266617,-,2002,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"COLLINA, LUISA MARIA VIRGINIA;GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266941,-,2007,-,nazionale,Il sole 24 ore,-,Faenza,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/266987,-,2001,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"SANGIORGI, DANIELA;SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267125,-,2002,-,nazionale,Donzelli,-,-,-,01.1 Articolo in Rivista,none,1,"PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267172,-,2003,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267468,-,2007,-,nazionale,Edinterni,-,Milano,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267512,-,2007,-,nazionale,Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"BRUGNOLI, GIANLUCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267885,-,2005,-,nazionale,Artek,-,Varese,-,01.1 Articolo in Rivista,none,1,"MERONI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/267996,eng;ita,2001,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"DOMINONI, ANNALISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268157,-,2004,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"INGARAMO, MATTEO ORESTE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268191,-,2006,-,nazionale,Tecniche Nuove,-,Milano,-,01.1 Articolo in Rivista,none,2,"MUSANTE, FULVIO;ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268297,eng,2004,-,internazionale,-,ITA,-,-,01.1 Articolo in Rivista,none,3,"BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO;PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268343,ita,2005,-,nazionale,22,ITA,-,-,01.1 Articolo in Rivista,none,3,"BRAMBILLA, MARCO;ERBA, STEFANO;PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268446,-,2006,-,nazionale,Tecniche nuove,-,Milano,-,01.1 Articolo in Rivista,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268634,-,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,5,"PAGLIANO, LORENZO;S. Pangrazzi;PIARDI, SILVIA ELVIRA MARIA;RUGGIERI, GIANLUCA;ZANGHERI, PAOLO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268734,-,2006,-,nazionale,Edinterni,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268921,-,2004,-,nazionale,-,ITA,-,-,01.1 Articolo in Rivista,none,1,"INGARAMO, MATTEO ORESTE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/268966,-,2006,-,nazionale,Umberto Allemandi & C.,ITA,Torino,-,01.1 Articolo in Rivista,none,2,"PIARDI, SILVIA ELVIRA MARIA;RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/269005,-,2005,-,nazionale,Umberto Allemandi,-,Torino,-,01.1 Articolo in Rivista,none,1,"CECONELLO, MAURO ATTILIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/269415,-,2006,-,nazionale,Umberto Allemandi,-,Torino,-,01.1 Articolo in Rivista,none,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/269635,-,2001,-,internazionale,Progetto Editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/269664,ita,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/270481,-,2007,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/270567,-,2004,-,internazionale,Abitare Segesta,-,Milano,-,01.1 Articolo in Rivista,none,1,"ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/270635,-,2007,-,internazionale,Progetto Editrice Srl,ITA,Milano,-,01.1 Articolo in Rivista,none,1,"QUAGGIOTTO, MARCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273855,ita,2003,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273865,-,2003,-,nazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273867,eng;ita,2003,"Sì, ma tipo non specificato",internazionale,-,-,-,-,01.1 Articolo in Rivista,none,3,"BAGNARA, SEBASTIANO;O. Parlangeli;RIZZO, FRANCESCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273888,-,2004,-,nazionale,Chiriotti Editori,-,Pinerolo,-,01.1 Articolo in Rivista,none,1,"MERONI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273889,ita,2004,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273936,-,2002,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/273976,-,2003,-,nazionale,L. di P. srl,-,Milano,-,01.1 Articolo in Rivista,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274018,-,2001,-,internazionale,Progetto Editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274037,-,2006,-,nazionale,Eupalino,-,Milano,-,01.1 Articolo in Rivista,none,2,"MARCHIONNI, GIOVANNA;STUDER, LUCA PASINO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274041,-,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"CONTI, GIOVANNI MARIA;SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274043,-,2006,-,nazionale,Tecniche Nuove,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274044,-,2006,-,nazionale,Moretti & Vitali,-,-,-,01.1 Articolo in Rivista,none,1,"ANSELMI, LAURA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274045,-,2006,-,nazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,2,"CRISTALLO, VINCENZO;LUPO, ELEONORA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274053,-,2006,-,nazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274055,-,2006,-,nazionale,Edinterni,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274059,-,2007,-,internazionale,Progetto Editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274071,-,2007,-,nazionale,La Fiaccola Editore,-,Milano,-,01.1 Articolo in Rivista,none,1,"STUDER, LUCA PASINO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274089,-,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,-,1,"COLORNI VITALE, ALBERTO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274105,-,2004,-,nazionale,BE-MA editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"PALMIERI, STEFANIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274106,-,2004,-,nazionale,BE-MA editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"PALMIERI, STEFANIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274112,-,2006,-,nazionale,Tecniche nuove,-,-,-,01.1 Articolo in Rivista,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274113,-,2006,-,nazionale,Tecniche nuove,-,-,-,01.1 Articolo in Rivista,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274142,-,2005,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274144,-,2006,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"GUERRINI, LUCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274145,ita,2005,Nessuno,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274149,-,2005,-,internazionale,Edizioni Poli.Design,-,Milano,-,01.1 Articolo in Rivista,none,1,"VILLARI, BEATRICE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274150,-,2005,-,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,2,"MAFFEI, STEFANO;VILLARI, BEATRICE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274212,-,2007,-,internazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274213,-,2007,-,internazionale,Progetto editrice,-,Milano,-,01.1 Articolo in Rivista,none,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274215,ita,2006,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/274232,-,2007,Nessuno,internazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"PIREDDA, FRANCESCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/507668,ita;eng,2005,Nessuno,internazionale,-,-,-,furniture design; contract design; prodotto d'arredo,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511795,-,2001,Nessuno,nazionale,"Trento : ISSAN, 2005  Milano : Centro Studi CGM",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511796,-,1987,-,-,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511797,-,1988,-,-,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511798,swe,1994,-,internazionale,"Natverkstan Eknomitjanst:Box 311-20, SE 40032 Gotenborg Sweden:011 46 31 7439905, EMAIL: ekonomitjanst@natverkstan.net, Fax: 011 46 31 7439906",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511799,-,1991,-,-,"Società filosofica italiana, Roma",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511800,-,1992,-,-,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511801,-,1997,-,-,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511802,-,2001,-,-,"Franco Angeli, Milano",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511803,-,2003,-,-,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",-,-,-,01.1 Articolo in Rivista,none,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511804,eng,2006,"Sì, ma tipo non specificato",internazionale,-,-,-,sociology of scientific knowledge; credibility; demarcation; scientists,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/511805,ita,2006,Nessuno,nazionale,Milano : Consorzio POLI.design,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"VOLONTE', PAOLO GAETANO"
