dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2013	 Contributo  Atti  convegno	httphandlenet11311761851	Transmedia phenomena  practices  participatory  experiential content production	Ciancia Mariana	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	arti;practice;trans
2013	 Contributo  Atti  convegno	httphandlenet11311761852	What  transmedia Projects  thoughts beyond  buzzword	Ciancia Mariana	Assistant Professor	ICAR/13 - Disegno Industriale	trans;project;beyond
2013	 Contributo  Atti  convegno	httphandlenet11311761876	Game  Play  Means  Learning Experiences	Bertolotti Elisa	Not in design department	ICAR/13 - Disegno Industriale	learning;experience
2013	 Contributo  Atti  convegno	httphandlenet11311762044	 urban space   narrative  ludic playground   interdisciplinary approach  communication design system	Mariani Ilaria	Research Fellow	L-ART/02 - Storia Dell'Arte Moderna	system
2013	 Contributo  Atti  convegno	httphandlenet11311762047	Imagine Milan  Audiovisual Design Thinking Approach   Image   City	Ciancia Mariana	Assistant Professor	ICAR/13 - Disegno Industriale	milan;city;thinking
2013	 Contributo  Atti  convegno	httphandlenet11311762066	DESIGN TOOLS  ENHANCING  PRODUCT SENSORY   EXPERIENCE  APPLIED CASE STUDY	Rampino Lucia Rosa Elena	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	case;senso;experience;study
2013	 Contributo  Atti  convegno	httphandlenet11311762068	Information embodiment  products communicate through dynamic sensory features	Colombo Sara	Not in design department	ICAR/13 - Disegno Industriale	senso;through;products
2013	 Contributo  Atti  convegno	httphandlenet11311762072	Telltale visualizing    perception  cities through digital traces	Zucchi Cino Paolo	Not in design department	M-FIL/05 - Filosofia E Teoria Dei Linguaggi	through;cities
2013	 Contributo  Atti  convegno	httphandlenet11311762108	Sensor validation  wearable monitoring system  ambulatory monitoring application  textile electrodes	Andreoni Giuseppe	Design di Prodotti Strategie e Servizi	ING-INF/06 - Bioingegneria Elettronica E Informatica	applicati;senso;dati;textile;system
2013	 Contributo  Atti  convegno	httphandlenet11311762131	 forma  l'immagine   disegno  illustrazione  render	Buratti Giorgio	Research Fellow	ICAR/13 - Disegno Industriale	azione;immagine;segno
