dateissued	typefull	identifier	title	descriptionallpeople																																		
2012	 ALTRO Progetti	httphandlenet11311765541	Gallerie d'Italia  Piazza Scala Milano	  Lucchi																																		
2012	 ALTRO Progetti	httphandlenet11311765542	Public Service Hall Marneuli Georgia	  Lucchi																																		
2012	 ALTRO Progetti	httphandlenet11311765544	Triennale  Milano Restauro dello scalone d'onore  accesso  Teatro dell'Arte	  Lucchi																																		
2012	 ALTRO Progetti	httphandlenet11311765545	Pannello fonoassorbente Mitesco  Caimi Brevetti	  Lucchi																																		
2012	 ALTRO Progetti	httphandlenet11311983751	Atlas  Urban Lighting Experience  Concorso internazionale  JUVENTA 2012  Light Symposium  Wismar Germany  progetto vincitore	Casciani	 Daria																																	
2013	 ALTRO Design	httphandlenet11311731382	SKYLIGHT  LUMINATOR PRIMO PREMIO CONCORSO INTERNAZIONALE SHARP DESIGN CONTEST LIGHT  EMOTIONAL CONFORT	Francesco Murano																																		
2013	 ALTRO Performance	httphandlenet11311827536	ARPA  LUCE  MONZA	FRANCESCO MURANO GIANPIETRO GROSSI PIETRO PIRELLI																																		
2013	 ALTRO Performance	httphandlenet11311827538	ARPA  LUCE  VIGGIANO POTENZA	FRANCESCO MURANO PIETRO PIRELLI GIAMPIETRO GROSSI																																		
2013	 ALTRO Performance	httphandlenet11311827541	ARPA  LUCE  MODENA	FRANCESCO MURANO PIETRO PIRELLI GIANPIETRO GROSSI																																		
2013	 ALTRO Mostra	httphandlenet11311751643	Made  slums Mathare Nairobi	Irace 																																		
2013	 ALTRO Mostra	httphandlenet11311813518	Casa Diaz  Design Autoprodotto  Operae  Indipendent Design Festival 2013	FRANCESCO MURANO  LUISA QUINTILIANI																																		
2013	 ALTRO Mostra	httphandlenet11311826341	Viaggiando Liberty  Percorsi  architettura lungo  sentieri  Parco	 Baila  Anzani  Guglielmi																																		
2013	 ALTRO Mostra	httphandlenet11311826342	FAIMarathon2013  Presenze Liberty  Gallarate	 Anzani  Baila  Caramel  Guarisco																																		
2013	 ALTRO Mostra	httphandlenet11311828325	 Designer   2013	Venanzio Arquilla Barbara Parini																																		
2013	 ALTRO Mostra	httphandlenet11311845779	Senza Pericolo Costruzioni  Sicurezza	Federico Bucci Marco Biagi Elisa Boeri Dario Costi Davide Crippa Barbara DiPrete Massimo Ferrari Marco Introini Lucia Miodini Luigi Spinelli Claudia Tinazzi																																		
2013	 ALTRO Mostra	httphandlenet11311846007	Tech Stories	 Bucci  Collina  Colombo  Finessi  Protasoni  Rovida																																		
2013	 ALTRO Mostra	httphandlenet11311924563	INTORNO  LIBRO  ARTE  DESIGN	Beppe Finessi																																		
2013	 ALTRO Mostra	httphandlenet11311924564	PROGETTO CIBO  FORMA  GUSTO	Beppe Finessi																																		
2013	 ALTRO Altro	httphandlenet11311786328	 paga  costi  traffico	 Beria  Grimaldi  Ponti																																		
2013	 ALTRO Altro	httphandlenet11311786329	Quando lanalisi economica dice sempre  	 Beria  Ponti																																		
2013	 ALTRO Altro	httphandlenet11311824334	Complessita   Sostenibilita   Progetto  52013 gennaiofebbraio 2013	 Nebuloni																																		
2013	 ALTRO Altro	httphandlenet11311824335	Complessita   Sostenibilita   Progetto  62013 aprilegiugno 2013	 Nebuloni																																		
2013	 ALTRO Altro	httphandlenet11311824336	Complessita   Sostenibilita   Progetto  72013 lugliosettembre 2013	 Nebuloni																																		
2013	 ALTRO Altro	httphandlenet11311824337	Complessita   Sostenibilita   Progetto  82013 ottobredicembre 2013	 Nebuloni																																		
2013	 ALTRO Altro	httphandlenet11311827539	 Jelly Session 	 Scullica																																		
2013	 ALTRO Altro	httphandlenet11311827925	Manifattura  Domodossola  storia italiana	 Dell'Acqua Bellavitis																																		
2013	 ALTRO Altro	httphandlenet11311827926	Home Intertextile Mood	 Dell'Acqua Bellavitis																																		
2013	 ALTRO Altro	httphandlenet11311837725	Migliorare lofferta formativa  materia  salute  sicurezza nelle costruzioni  definizione proposta regionale  linee guida	 Pesenti  Macchia  Bruni  Figiani  Lovato  Marinoni  Monfrini  Ramenghi  Reguzzoni  Sgaramella  Spedo  Zambianchi  Zappa																																		
2013	 ALTRO Altro	httphandlenet11311862001	Design  Social Innovation   form  Design Activism  action format	 Meroni Fassi Simeone																																		
2013	 ALTRO Altro	httphandlenet11311862939	From engaging  empowering people    design experiments with  service design perspective	Canta Selloni																																		
2013	 ALTRO Altro	httphandlenet11311862942	 experience  Creative Citizens	Selloni																																		
2013	 ALTRO Progetti	httphandlenet11311824338	Concurso Paºblico Nacional  Arquitetura  Novo Centro Administrativo  Maranha	 Pontes  Padovano  Blasi  Padovano  Nebuloni  Bertacchini																																		
2013	 ALTRO Progetti	httphandlenet11311826331	Expo 2015 Punto  informazioni Agora 	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311826332	Comune  Lodi Biblioteca Laudense	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311826333	Uffici finanziari Banca Patrimoni Sella Palazzo Bricherasio Torino	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311826334	Intesa Sanpaolo Campus tecnologico  uffici  Moncalieri	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311826335	Zambon  Ampliamento dell'Health  Quality Factory  nuovo  Building  Vicenza	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311826336	Museo Frau  Tolentino	  Lucchi																																		
2013	 ALTRO Progetti	httphandlenet11311958781	 LUMINATOR Sharp International Design Contest  Light  Emotional Comfort	Francesco Murano																																		
2014	 ALTRO Disegno	httphandlenet11311958761	Traditional Architecture  Countryside Puglia  Valle Ditria	Giuseppe Amoruso																																		
2014	 ALTRO Mostra	httphandlenet113111044958	Mondopasta	Maffei	  Gianni	  Bolzan	  Pirovano	 																														
2014	 ALTRO Mostra	httphandlenet11311880555	TEXTILE VIVANT Percorsi esperienze  ricerche  textile design Tracks experiences  Researches  textile design	Conti   Curto  Fiorani  Soldati 																																		
2014	 ALTRO Mostra	httphandlenet11311898355	 DESIGN ITALIANO OLTRE  CRISI AUTARCHIA AUSTERITA AUTOPRODUZIONE	Beppe Finessi																																		
2014	 ALTRO Mostra	httphandlenet11311924565	 CASA MORBIDA  arte  design	Beppe Finessi																																		
2014	 ALTRO Mostra	httphandlenet11311958564	Milano Sottosopra  anniversario della Rossa	 Bosoni																																		
2014	 ALTRO Mostra	httphandlenet11311960010	 Designer   ADAD 2014	 Arquilla  Parini																																		
2014	 ALTRO Altro	httphandlenet11311971202	Design  servizi collaborativi	Selloni	 Daniela																																	
2014	 ALTRO Progetti	httphandlenet113111019072		DensityDesign Research	  Caviglia	 Giorgio Mauri	 Michele Uboldi	 GIORGIO ROBERTO Azzi	 Matteo																													
2014	 ALTRO Progetti	httphandlenet113111065023	CampUS Incubazione  messa  scena  pratiche sociali	Fassi	 Davide Piredda	 Francesca Perondi	 Elena Salvadeo	 Pierluigi																														
2014	 ALTRO Progetti	httphandlenet11311930355	Arid Zones Cluster Pavillon  Expo 2015	 BIAMONTI  CAMOCINI  ZINI																																		
2015	 ALTRO Design	httphandlenet11311958756	TEXTILE VIVANT  Percorsi esperienze  ricerche  textile design Tracks experiences  Researches  textile design	Gaddi																																		
2015	 ALTRO Mostra	httphandlenet113111022097	Geografie	Beppe Finessi																																		
2015	 ALTRO Mostra	httphandlenet113111047003	Cool JapanDouble Impact	Biamonti	 Alessandro																																	
2015	 ALTRO Mostra	httphandlenet11311957975	Milano  vista	Irace  Neri 																																		
2015	 ALTRO Mostra	httphandlenet11311959240	Censire  Bellezza    febbraio   marzo presso  Galleria  Metricubi d'arte   Parini  Gallarate	Baila	  Anzani	  Guglielmi	  Caramel	  Niglia	 																													
2015	 ALTRO Mostra	httphandlenet11311974528	Giorgio  Chirico  gita  Lecco	Ceppi	 Giulio																																	
2015	 ALTRO Mostra	httphandlenet11311975477	LOMBARDIES  unique territory with multiple identities	Parente	 Marina Simonelli	 Giuliano																																
2015	 ALTRO Mostra	httphandlenet11311979666	 Nuovo Vocabolario della Moda Italiana	Bertola	  Linfante	 																																
2015	 ALTRO Altro	httphandlenet113111019087	Design  feed  world	Camocini	 																																	
2015	 ALTRO Altro	httphandlenet113111019547	SIMPACT Project Deliverable  Part   Processes  Business Models	Rizo	  Komatsu	  Deserti	 																															
2015	 ALTRO Altro	httphandlenet113111019549	SIMPACT Project Deliverable  Part  Existing Forms   Dynamics  Features influencing  Processes  Business Models	Celi	  Deserti	  Rizzo	 																															
2015	 ALTRO Altro	httphandlenet113111019553	SIMPACT Project Deliverable  Comparative Report  Social Innovation across Europe	Terstriep	  Kleverbeck	  Deserti	  Rizzo	 																														
2015	 ALTRO Altro	httphandlenet113111019564	 Neighbourhood   City Project Deliverable  Scalability Implementation  Assessment Report	Oliveira	  Deserti	  Concilio	  Molinari	  Rizzo	  Morelli	  Akbar	 																											
2015	 ALTRO Altro	httphandlenet11311988152	Etica  progettualita 	Giampiero Bosoni																																		
2015	 ALTRO Altro	httphandlenet11311988153	Bakground week    	Giampiero Bosoni																																		
2015	 ALTRO Altro	httphandlenet11311989384	Hacking Public Services come riprogettare  servizi pubblici   cittadini	Selloni	 Daniela																																	
2015	 ALTRO Altro	httphandlenet11311989391	Ezio Manzini design  linnovazione sociale	Selloni	 Daniela																																	
2015	 ALTRO Altro	httphandlenet11311989392	Interviewed Ezio Manzini  Design When Everybody Designs	Selloni	 Daniela																																	
2015	 ALTRO Progetti	httphandlenet113111018896	Miglior Cluster Zone Aride Agricoltura  Nutrizione	Collina	  Camocini	 																																
2015	 ALTRO Progetti	httphandlenet113111018993	Padiglione Zero  Expo2015	 Lucchi	 																																	
2015	 ALTRO Progetti	httphandlenet113111019017	Unicredit Pavillion	 Lucchi	 																																	
2015	 ALTRO Progetti	httphandlenet113111019025	Casa  Manzoni  Milano	 Lucchi	 																																	
2015	 ALTRO Progetti	httphandlenet11311983225	Progetto GENIUS LUCI   Concorso internazionale URBAN LIGHTSCAPE  progetto vincitore	Gentili	 Helena Casciani	 Daria Santoro	 Piero Caggiano	 Else D'Alesio	 Carlo  Filippo	 Massimo																												
2016	 ALTRO Design	httphandlenet113111044085	Research Service Design Based  Online Public Service Platform   Design  Mutual Learning Through Sign Language Short Video		 Liang																																	
2016	 ALTRO Mostra	httphandlenet113111019570	Censire  Bellezza Liberty segreto  Induno Olona	Anzani	  Baila	  Caramel	  Guarisco	  Guglielmi	  Niglia	 																												
2016	 ALTRO Mostra	httphandlenet113111022057	Quasi segreti Cassetti  arte  design	Beppe Finessi																																		
2016	 ALTRO Mostra	httphandlenet113111022096	Dimensione domestica Achille  Pier Giacomo Castiglioni   strana idea  arredamento Atto 	Beppe Finessi																																		
2016	 ALTRO Mostra	httphandlenet113111022098	STANZE Altre filosofie dell'abitare	Beppe Finessi																																		
2016	 ALTRO Mostra	httphandlenet113111037542	Mostra    Compasso d'Oro   Triennale Milano Campus Bovisa  Politecnico  Milano	Parente	 Marina Zurlo	 Francesco Manciaracina	 ANDREA GIUSEPPE																															
2016	 ALTRO Mostra	httphandlenet113111038409	Sezione Un'Italia artigiana nella mostra Crafting  Future Storie  artigianalita   innovazione   Mudec  Settembre 2016	Bertola	  Vacca	 																																
2016	 ALTRO Mostra	httphandlenet113111044983	Microfacts	Maffei	  Gianni	  Bolzan	  Pirovano	 																														
2016	 ALTRO Altro	httphandlenet113111018796	Ezio Manzini idee  pratiche   societa  cosmopolita	Selloni	 																																	
2016	 ALTRO Altro	httphandlenet113111019548	 Porta  Milano   Dimensioni Invisibili Relazioni  arte  architettura nello spazio ambiente  Invisible Dimensions   Porta  Milano Relationships between   architecture  ambient space	Tibaºrcio	  HELENA																																	
2016	 ALTRO Altro	httphandlenet113111019969	 Social Innovation Journey Toolbox	Corubolo	 Marta Meroni	 Anna Rossi	 Martina																															
2016	 ALTRO Progetti	httphandlenet113111019021	Centro Commerciale  Centro  Arese	 Lucchi	 																																	
2016	 ALTRO Progetti	httphandlenet113111019071	 Missing Migrants 	Pellegrini	 Valerio Mauri	 Michele																																
2016	 ALTRO Progetti	httphandlenet113111041126	Treni Leonardo   Milano   Design Index 2016	Dominoni	  Quaquaro	 Benedetto																																
