dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/692820;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Toyo Kitchen. Uomini e imprese;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/692824;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Milano moderna. Architettura e città. Atlante. Tendenze dall'architettura europea;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;por;materiali; design; creatività; sperimentazione progettuale; metodologia didattica; corsi universitari; ricerca per la didattica;http://hdl.handle.net/11311/692834;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;Teaching Material Design. Research on Teaching Methodology about Materials in Industrial Design;ELETTRONICO;2;-0;"FERRARA, MARIA RITA;S. Lucibello";-0;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/692859;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Sinergie tra prodotti. Euromobil cucine;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/692861;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Ad ampio raggio d’azione. Feg;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/692873;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Winghy;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/692880;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Parliamo di luce. Status;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/692908;1999;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;XY;Grafica e città;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692941;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Ambiziose inclinazioni;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692943;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Costruire esperienza;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692944;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Sostenibili riflessioni;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692945;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Segnali di cambiamento;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692946;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Voglia di coupé;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692949;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Dettagli che contano;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/692950;1994;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ABITARE;Il dizionario del grafico;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/692952;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Sea Pod;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692953;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Piccole innovazioni;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692954;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Sperimentazione continua;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692955;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Divertirsi con leggerezza;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/692956;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ABITARE;Una mostra in viaggio. I libri di Amedeo Martegani;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;Design; ICT;http://hdl.handle.net/11311/692957;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;"Le nuove tecnologie per la creazione di reti del progetto: il caso Onami
Design. Il Caso Onami";-0;1;-0;BIANCHINI, MASSIMO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692959;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;La smetti di fare il bambino?;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/692961;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Visioni concrete di sostenibilità;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Design; Intellectual Property;http://hdl.handle.net/11311/692982;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;L’ATTIVAZIONE DELLE STRATEGIE DI TUTELA: MODALITA’ E MOTIVAZIONI;-0;1;-0;BIANCHINI, MASSIMO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693070;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Consolidated innovation;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;chi;-0;http://hdl.handle.net/11311/693125;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SHEJI;Design research and product innovation. How Design management can enhance creativity and influence companies' strategies.;-0;2;-0;"INGARAMO, MATTEO ORESTE;RAMPINO, LUCIA ROSA ELENA";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/693249;1997;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Design Management;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ger;ger;ita;-0;http://hdl.handle.net/11311/693261;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Economia informa.  The single market;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;ger;-0;http://hdl.handle.net/11311/693263;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Il ruolo strategico del design;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ger;ger;ita;-0;http://hdl.handle.net/11311/693270;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Abitare il tempo. I mutamenti del mercato;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita ger;ger;eng;-0;http://hdl.handle.net/11311/693272;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;La Germania e la certificazione di prodotto dei marchi di qualità;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/693276;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Economia informa. Hong Kong Interior;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693278;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;I complementi animati;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/693279;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;La barriera verso EST per le procedure di certificazione dei prodotti;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/693280;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;La sicurezza degli impianti elettrici nelle abitazioni;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/693291;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;Salute, benessere e sicurezza;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693325;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Excelsior Premiere;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693327;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Shopping Panorama;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693328;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Memory and transformation;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/693425;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PROGETTO GRAFICO;Germano Facetti. Grafica e testimonianza;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693431;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OFX. OFFICE INTERNATIONAL;Enzo Hruby. Hesa;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;eat art; arte commestibile; new dada; arte oggettuale;http://hdl.handle.net/11311/693461;2000;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SLOW;Gnam, gnam art;STAMPA;1;-0;MAZZANTI, ANNA;-0;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;arte ambientale; arte ambientata; parco di sculture;http://hdl.handle.net/11311/693522;1999;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMIATA STORIA E TERRITORIO;Il Giardino di Daniel Spoerri a Seggiano: Arte e Paesaggio;STAMPA;1;-0;MAZZANTI, ANNA;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;scultura nel paesaggio; parchi di scultura; ready made;http://hdl.handle.net/11311/693533;1999;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMIATA STORIA E TERRITORIO;Al Giardino di Spoerri: le iniziative del 1999;STAMPA;1;-0;MAZZANTI, ANNA;-0;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693755;1996;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STILEINDUSTRIA;La grafica su Marte 2000 / Graphics on Mars 2000;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/693766;2010;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MULTIVERSO;Parlare con le figure;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/693767;1996;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STILEINDUSTRIA;Dall'autore all'esercizio / From author to practice;-0;1;-0;PIAZZA, MARIO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/694065;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;Design invisibile/Invisible design;-0;1;-0;BARBARA, ANNA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/694217;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF CLEANER PRODUCTION;Fostering change to sustainable consumption and production: an evidence based view;-0;8;-0;"VEZZOLI, CARLO ARNALDO;Tukker, A.;Emmert, S.;Charter, M.;Sto, E.;Munch Andersen, M.;Geerken, T.;Lahlou, S.";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/694219;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF CLEANER PRODUCTION;"The governance and practice of change of sustainable consumption and production."" Introduction to the ideas and recommendations presented in the articles in this special issue of the journal of cleaner production.";-0;3;-0;"VEZZOLI, CARLO ARNALDO;Tukker, A.;Sto, E.";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;United Kingdom; Social networks; Organizational innovation; Small to medium-sized enterprises; Design research; NETS;http://hdl.handle.net/11311/701723;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH;NETS: a design tool for activating social networks;-0;2;-0;"MORTATI, MARZIA;L. Cruickshank";-0;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Tunnel; sicurezza; incendio in galleria; CFD model;http://hdl.handle.net/11311/702556;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LE STRADE;Prova di incendio in scala reale a convalida di modelli CFD;-0;4;-0;"BORGHETTI, FABIO;CUOCI, ALBERTO;FRASSOLDATI, ALESSIO;GANDINI, PAOLO";-0;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/703144;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERVENTIONS/ADAPTIVE REUSE;Restoration economy. Manufaktura, Lodz;-0;2;-0;"CAMOCINI, BARBARA;REBAGLIO, AGNESE";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;mobilità sostenibile; congestione; pianificazione urbana;http://hdl.handle.net/11311/703348;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MOBILITY LAB;Area C: uno strumento di ri-pianificazione urbana?;STAMPA;2;-0;"BORGHETTI, FABIO;PONTI, MARCO";-0;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;ospitalità; contract design; interior design; hotel design;http://hdl.handle.net/11311/703353;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Decoding hospitality;STAMPA;1;-0;SCULLICA, FRANCESCO;-0;;;;;;;;;;
-0;Esperti non anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;eng;-0;http://hdl.handle.net/11311/703925;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Progettare un gioco non è un gioco;STAMPA;1;-0;VIGNATI, ARIANNA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/707536;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;RESEARCH JOURNAL OF TEXTILE AND APPAREL;Silent Witnesses. Innovation Through Tradition in Italian Fashion Companies.;ELETTRONICO;1;-0;VACCA, FEDERICA;-0;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;eng;-0;http://hdl.handle.net/11311/707939;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;REDIGE;Field-Configuring Events: Design Fairs and Cities;-0;1;-0;SEDINI, CARLA;-0;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/707942;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CONSUMATORI, DIRITTI E MERCATO;La città creativa;-0;2;-0;"V. Anzoise;SEDINI, CARLA";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/712950;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;RI-VISTA. RICERCHE PER LA PROGETTAZIONE DEL PAESAGGIO;Iter progettuali ed estensioni di campo. Una conversazione tra Giampaolo Proni e Raffaella Trocchianesi;-0;2;-0;"G. Proni;TROCCHIANESI, RAFFAELLA";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/725771;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OTTAGONO;SERVICE DESIGN. La prospettiva del design dei servizi al centro del modello di produzione innovativa contemporanea / SERVICESCAPES. Perspectives of service design as core to the contemporary innovative production model;-0;3;-0;"MAFFEI, STEFANO;E. Pacenti;VILLARI, BEATRICE";-0;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Rischio trasporti, merci pericolose;http://hdl.handle.net/11311/728166;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ENERGIE & AMBIENTE OGGI;"￼PROGETTO DESTINATION - Quantificare e gestire il rischio associato al trasporto di merci pericolose su strada
￼";-0;6;-0;"BORGHETTI, FABIO;GANDINI, PAOLO;IULIANO, ROSANNA;Pastorelli, Giuseppe;MAJA, ROBERTO;STUDER, LUCA PASINO";-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;eng;design for food; design research; alimentazione; futuro;http://hdl.handle.net/11311/732188;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HIART;Il design per l’agricoltura e l’alimentazione. La nuova sfida per il futuro;STAMPA;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;Women design; Democracy; creativity; Mediterranean Design; Economic Development; Social innovation; design and entrepreneurship;http://hdl.handle.net/11311/732189;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;QUADERNS DE LA MEDITERRÀNIA;Women, Design and Democracy. What Future for the Mediterranean?;STAMPA;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Italian design; design-producion; art direction; strategic design; design know how; design centred companies; new professions.;http://hdl.handle.net/11311/732190;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PAD;Design e Produzione in Italia dal ‘Miracolo economico’ all'attualità;ELETTRONICO;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/732215;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL SOLE 24 ORE;Tokyo;-0;1;-0;BERTOLA, PAOLA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/732216;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL SOLE 24 ORE;Istambul;STAMPA;1;-0;BERTOLA, PAOLA;-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/732631;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NEXUS NETWORK JOURNAL;"Triennal 1951: Post-War Reconstruction and ""Divine Proportione""";-0;2;-0;"IRACE, FULVIO;A. C. Cimoli";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;eng;-0;http://hdl.handle.net/11311/734574;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OTTAGONO;Il Pijama dell’oggetto;-0;1;-0;CONTI, GIOVANNI MARIA;-0;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;Milano; trasformazioni urbane; XXI secolo;http://hdl.handle.net/11311/736769;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARKETIPO;"Trasformazioni euforiche, non sempre ""ideali"".";-0;1;-0;IRACE, FULVIO;-0;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/738166;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF THE INTERNATIONAL COLOUR ASSOCIATION;Colorimetry evaluation supporting the design of LED projectors for paintings lighting: a case study;-0;2;-0;"MUSANTE, FULVIO;ROSSI, MAURIZIO";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/738167;2012;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LUCE;LED: qualità della luce e efficienza;-0;5;-0;"MUSANTE, FULVIO;ROSSI, MAURIZIO;PALEARI, DANILO;CASCIANI, DARIA;SINISCALCO, ANDREA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/738168;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LUCE;Colour rendering of the sources at the solid state;STAMPA;2;-0;"MUSANTE, FULVIO;ROSSI, MAURIZIO";-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/741185;2011;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISANO LIGHTING MAGAZINE;Le nuove tendenze nella solid state lighting: i led multichip, New trends in solid-state lighting: multi-chip LEDs;-0;3;-0;"PALEARI, DANILO;CASCIANI, DARIA;ROSSI, MAURIZIO";-0;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;sicurezza gallerie;http://hdl.handle.net/11311/745967;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LE STRADE;Road safety, l’equilibrio del sistema galleria;STAMPA;2;-0;"BORGHETTI, FABIO;Marlier, Elio";-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;design degli spazi aperti; allestimento; architetture temporanee;http://hdl.handle.net/11311/746170;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OTTAGONO;Mobile Expo: a temporary pavilion goes on tour;STAMPA;1;-0;COLLINA, LUISA MARIA VIRGINIA;-0;;;;;;;;;;;
