dc.relation.ispartofbook,dc.subject.keywordsita,dc.description.allpeople,dc.type.full,dc.type.circulation,dc.type.referee,dc.date.issued,dc.publisher.country,item.journal.title,item.openaireRights,dc.relation.medium,dc.publisher.name,dc.identifier.uri,dc.publisher.place,dc.subject.keywords,item.collection,dc.description.numberofauthors,dc.language.iso,dc.title
-0,"LUCE, ILLUMINOTECNICA, ILLUMINAZIONE DELLE OPERE D'ARTE","Murano, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,LUCE,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/1026885,-0,-0,01.1 Articolo in Rivista,1,eng,LA MADONNA ESTERHAZY DI RAFFAELLO
-0,-0,"Scarpellini, E.; Pouillard, V.; Segre, R.; Turinetto, M.; Puccinelli, E.; Sergio, G.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,MEMORIA E RICERCA,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/1028407,-0,-0,01.1 Articolo in Rivista,6,eng;ita,Made in Italy e design: costruire il brand moda
-0,-0,"Deserti, A; Galimberti, G; Merciai, M; Previtali, B; Rognoli, V.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,APPLICAZIONI LASER,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/1039382,-0,-0,01.1 Articolo in Rivista,5,ita,Tra tecnica e creatività: design ed esperimenti con il taglio laser
-0,-0,"Andreoni, G; Mazzola, M; Matteoli, S; D’Onofrio, S; Forzoni, L.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,PROCEDIA MANUFACTURING,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/1041230,-0,-0,01.1 Articolo in Rivista,5,eng,"Ultrasound System Typologies, User Interfaces and Probes Design: A Review"
-0,-0,"Cordera, P.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,REVISTA DE HISTÓRIA DA ARTE,-0,ELETTRONICO,-0,http://hdl.handle.net/11311/1056757,-0,-0,01.1 Articolo in Rivista,1,eng,Forging the Renaissance. On the use of glass pieces in the (in)famous Spitzer's collection
-0,-0,"Cordera, P.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,ANANKE,-0,STAMPA,-0,http://hdl.handle.net/11311/1057288,-0,-0,01.1 Articolo in Rivista,1,ita,Museografia
-0,-0,"Tenuta, Livia",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,VO+ DUBAI,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/1065521,-0,-0,01.1 Articolo in Rivista,1,eng;ara,THE ESSENCE OF ITALIAN BEAUTY
-0,-0,"Tenuta, Livia",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,VO+ DUBAI,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/1065523,-0,-0,01.1 Articolo in Rivista,1,eng;ara,STORIES: PERCOSSI PAPI
-0,-0,M. Arena; G. Azzone; A. Colorni; A. Conte; A. Luè; R. Nocerino,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,IET INTELLIGENT TRANSPORT SYSTEMS,none,-0,-0,http://hdl.handle.net/11311/861794,-0,-0,01.1 Articolo in Rivista,6,eng,Service design in electric vehicle sharing: evidence from Italy
-0,-0,"Borghetti, Fabio; Bilancia, Giuseppe; Giovannini, Evelin",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2015,-0,LE STRADE,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/922956,-0,-0,01.1 Articolo in Rivista,3,ita,Esercitazione di sicurezza in A36
-0,-0,Giulio Ceppi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/925956,-0,-0,01.1 Articolo in Rivista,1,ita,Il potere degli archetipi
-0,-0,Giulio Ceppi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/925957,-0,-0,01.1 Articolo in Rivista,1,ita,Come rinnovare una città
-0,-0,Tommaso Venturini; Donato Ricci; Michele Mauri; Lucy Kimbell; Axel Meunier,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,DESIGN ISSUES,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/941158,-0,-0,01.1 Articolo in Rivista,5,eng,Designing Controversies and their Publics
-0,-0,"Beria, Paolo; Ponti, MARCO GUIDO; Ramella, F.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,TRANSPORT POLICY,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/946755,-0,-0,01.1 Articolo in Rivista,3,eng,"Introduction: Economic regulation of transport infrastructure, theory and practices"
-0,-0,"Augelli, Francesco; Anzani, Anna; Cantini, Lorenzo; Condoleo, Paola; Gobbo, Antonia; Mastropirro, Roberta",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE RESEARCH,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/948356,-0,-0,01.1 Articolo in Rivista,6,eng,Knowledge of Different Roofing Systems in the Politecnico di Milano: Geometric Survey and Material Investigation
-0,-0,Beppe Finessi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2015,-0,DOMUS,-0,-0,-0,http://hdl.handle.net/11311/955160,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Un punto di vista sul Salone 2015
-0,-0,"Celi, Manuela; Flaviano, Celaschi",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,FUTURES,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/958191,-0,Future; Advanced design; Design driven innovation; Responsibility; Ethics; Mediation,01.1 Articolo in Rivista,2,eng,"Advanced design as reframing practice: Ethical challenges and

anticipation in design issues"
-0,-0,"Marani, P.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,VIGLEVANUM,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/959208,-0,Leonardo da Vinci,01.1 Articolo in Rivista,1,ita,"Leonardo: giardini, giardini pensili e verzure"
-0,-0,"Balduini, Marco; Della Valle, Emanuele; Azzi, Matteo; Larcher, Roberto; Antonelli, Fabrizio; Ciuccarelli, Paolo",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,IEEE MULTIMEDIA,none,-0,-0,http://hdl.handle.net/11311/964107,-0,-0,01.1 Articolo in Rivista,6,eng,CitySensing: Fusing City Data for Visual Storytelling
-0,-0,"Borghetti, Fabio; Gandini, Paolo; Todeschini, Veronica; Pugliano, Antonio; Mattavelli Solbiati, Mauro; Vanetti, Fulvio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,LE STRADE,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/965582,-0,-0,01.1 Articolo in Rivista,6,ita,Conoscere per gestire le merci pericolose
-0,-0,Irace F.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,ARQUITECTURA VIVA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/965630,-0,esposizione universale Milano 2015,01.1 Articolo in Rivista,1,eng;spa,Retorno a la naturaleza. Expo Milano: from the plans to the pavilions
-0,-0,"Sangiorgi, Daniela",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,FORESIGHT,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/965772,-0,"Service innovation, Public services, Design industry, Service design",01.1 Articolo in Rivista,1,eng,Designing for public sector innovation in the UK: Design strategies for paradigm shifts
-0,-0,"Borghetti, Fabio; Gandini, Paolo",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,ARK,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/967887,-0,-0,01.1 Articolo in Rivista,2,ita,Glossario Autostradale
-0,-0,"Sangiorgi, Daniela; Prendiville, Alison",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,DESIGN MANAGEMENT JOURNAL,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/968232,-0,"Service Design, New Service Development, Service Innovation",01.1 Articolo in Rivista,2,eng,A Theoretical Framework for Studying Service Design Practices: First Steps to a Mature Field
-0,-0,"Vezzoli, C.; Ceschin, F.; Diehl, J. C.; Kohtala, C.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,JOURNAL OF CLEANER PRODUCTION,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/968493,-0,Sustainable Product-Service Systems; Design for sustainability; System innovation,01.1 Articolo in Rivista,4,eng,"New design challenges to widely implement ‘Sustainable

ProducteService Systems'"
-0,-0,"Vezzoli, C.; Ceschin, F.; Diehl, J. C.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,JOURNAL OF CLEANER PRODUCTION,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/968496,-0,"Higher Education Institutions, Curriculum Development, Sustainable Product-Service Systems, Distributed Renewable Energy, Learning Resources, Open Source and Copyleft",01.1 Articolo in Rivista,3,eng,Sustainable Product-Service System Design applied to Distributed Renewable Energy fostering the goal of sustainable energy for all
-0,-0,"Sangiorgi, Daniela; Junginger, Sabine",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,THE DESIGN JOURNAL,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/968579,-0,-0,01.1 Articolo in Rivista,2,eng,Emerging Issues in Service Design
-0,-0,"Rognoli V.; Bianchini M.; Maffei S.; Karana, E.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,MATERIALS & DESIGN,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/970258,-0,DIY materials; Imperfection; Personalisation; Self-production,01.1 Articolo in Rivista,4,eng,DIY materials
-0,-0,"Maffei, Stefano;  Parini, Barbara;",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,EXPERIMENTA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/970267,-0,-0,01.1 Articolo in Rivista,2,eng;spa,Beyond taste. Fueling a food (r)evolution with design
-0,-0,"Catucci, Stefano; Ferrara, Marinella; Lucibello, Sabrina",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,ANANKE,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/970530,-0,"Materiali, Design, Growing Design, etica, innovazione",01.1 Articolo in Rivista,3,ita,IL RITORNO DEI MATERIALI NATURALI: NUOVE TENDENZE AUTARCHICHE
-0,-0,"Ercoli, Sebastiano; Ferrara, Marinella",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,NAUTECH WORLD,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/970594,-0,"Material innovation, design, MADEC, smart materials, chromogenic materials, memory shape materials, Daan Roosegaard, Doris Kim Sung",01.1 Articolo in Rivista,2,eng;ita,Smart Materials
-0,-0,"Ferrara, Marinella; Massari, Sonia",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,AIS / DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/970601,-0,"design history, food design, food engineering, food studies, Slow Food",01.1 Articolo in Rivista,2,ita,"Evoluzione del concept food design: intersezioni storiche tra cibo, design e cultura alimentare occidentale"
-0,-0,"Ferrara, Marinella",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,AIS / DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/970606,-0,"Anna Maria Fundarò, Disegno industriale, identità siciliana, storia del design, Università di Palermo",01.1 Articolo in Rivista,1,ita,LA SCRITTURA CRITICA DI ANNA MARIA FUNDARÒ: RADICI E IDENTITÀ DEL DISEGNO INDUSTRIALE IN SICILIA
-0,-0,"Ferrara, Marinella",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,"Sì, ma tipo non specificato",2015,-0,ANANKE,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/970608,-0,"interazione, interfaccia intangibile, interfaccia tangibile",01.1 Articolo in Rivista,1,ita,Interazione/Interfaccia/Interaction design
-0,-0,"Ferrara, M.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,PAD,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/970619,-0,"communicative dress, responsive environment, smart material interface, interaction design, design research, tangible user interfaces",01.1 Articolo in Rivista,1,eng,Smart materials based research for tangible user interfaces
-0,-0,"Rossi, Michela",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,DISEGNARE CON...,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/971210,-0,Cimitero; forma e misura; metrologia storica; recinto; simbolo;,01.1 Articolo in Rivista,1,ita,"Il simbolo e la ragione. Forma, numero e misura nel cimitero della Villetta a Parma,"
-0,-0,"Rossi, Michela; Buratti, Giorgio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,NEXUS NETWORK JOURNAL,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/971212,-0,"color, color models, digital color models",01.1 Articolo in Rivista,2,eng,The Architecture of Color: Number and Shapes as Measurement and Representation Tools
-0,-0,"Bruglieri, Maurizio; Bruschi, Francesco; COLORNI VITALE, Alberto; Lue', Alessandro; Nocerino, Roberto; Rana, Vincenzo",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,TRANSPORTATION RESEARCH PROCEDIA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/971326,-0,-0,01.1 Articolo in Rivista,6,eng,A Real-time Information System for Public Transport in Case of Delays and Service Disruptions
-0,-0,"Mortati, Marzia",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,DESIGN ISSUES,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/971566,-0,Design Innovation; Design value; Designer-citizen,01.1 Articolo in Rivista,1,eng,A framework for design innovation: Present and future discussions
-0,-0,"Joon, Sang Baek; Meroni, Anna; Manzini, Ezio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,DESIGN STUDIES,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/971908,-0,Service Design; Community Centred  Design; Resilience,01.1 Articolo in Rivista,3,eng,A socio-technical approach to design for community resilience: A framework for analysis and design goal forming.
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973751,-0,-0,01.1 Articolo in Rivista,1,ita,VeryBello e le aspettative su Expo
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973753,-0,-0,01.1 Articolo in Rivista,1,ita,I prodotti sono luoghi
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973754,-0,-0,01.1 Articolo in Rivista,1,ita,Il paradosso di viaggiare a km zero
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973755,-0,-0,01.1 Articolo in Rivista,1,ita,"Brand, bespoke e consum-attori"
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973756,-0,-0,01.1 Articolo in Rivista,1,ita,L'era del society driven design
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973757,-0,-0,01.1 Articolo in Rivista,1,ita,Il design delle relazioni
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/973758,-0,-0,01.1 Articolo in Rivista,1,ita,Design for all vs Design fashion
-0,-0,"Irace, Fulvio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,ARQUITECTURA VIVA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/973915,-0,"Oma, Fondazione Prada, Milano",01.1 Articolo in Rivista,1,eng;spa,"Cultura destilada. Oma, Fondazione Prada Milano"
-0,-0,"Anna, Mazzanti",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,RACCOLTA VINCIANA,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/976574,-0,"simbolismo, paesaggio, idealismo, colore, tradizione, Leonardo, Giorgione",01.1 Articolo in Rivista,1,ita,Gli echi di Leonardo e Giorgione nel paesaggio idealista e simbolista in Italia. Dalla tradizione all’astrazione
-0,-0,"Rossi, Michela; dezzi bardeschi, Mario",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,ANANKE,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/977061,-0,"giardini, paesaggio urbano, città contemporanea, disegno.",01.1 Articolo in Rivista,2,ita,"La materia del vuoto. Giardini e paesaggio, ultima frontiera del progetto urbano."
-0,-0,"Parente, Marina",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,DESIGN MANAGEMENT JOURNAL,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/977237,-0,-0,01.1 Articolo in Rivista,1,eng,"Designing the City Identity: Strategic and Product Design for New Experiential Ways of Living, Enabling and Interacting with the Urban Context"
-0,-0,"Giudice, Antonio Davide; Borghetti, Fabio; Gandini, Paolo; Maja, Roberto",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,GEOMEDIA,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/977979,-0,"trasporto sostanze pericolose, sicurezza trasporti, rischio trasporti",01.1 Articolo in Rivista,4,ita,PROGETTO DESTINATION Un modello per la gerarchizzazione del territorio mediante l’utilizzo di indicatori di sintesi. Applicazione alla Regione Lombardia
-0,-0,"Iannilli, VALERIA MARIA; Vacca, Federica",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,THE INTERNATIONAL JOURNAL OF VISUAL DESIGN,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/978082,-0,-0,01.1 Articolo in Rivista,2,eng,Design and Sense of Construction
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,-0,-0,http://hdl.handle.net/11311/978497,-0,-0,01.1 Articolo in Rivista,1,ita,Il lato nascosto del Made in Italy
-0,-0,"Ceppi, Giulio",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2015,-0,L'IMPRESA,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/978498,-0,-0,01.1 Articolo in Rivista,1,ita,Punto vendita come medium glocale
-0,-0,"Mora, Emanuela; Rocamora, Agnès; Volonte', PAOLO GAETANO",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,"Sì, ma tipo non specificato",2015,-0,INTERNATIONAL JOURNAL OF FASHION STUDIES,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/979235,-0,-0,01.1 Articolo in Rivista,3,eng,Academic Writing in Fashion Studies
-0,-0,"Carlo, Vezzoli; Jiefeng, Lv; Xin, Liu; Jun, Zhang; Linghao, Zhang; Shaohua, Han",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,SHEJI YISHU YANJIU,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/979369,-0,"Design for Sustainability, LeNS_i, Higher Education; network；S.PSS",01.1 Articolo in Rivista,6,eng;chi,The International Learning Network on Sustainable Design (LeNSin)
-0,-0,"Rossi, Michela",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,ANANKE,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/979488,-0,"Camillo Boito, disegno, arti industriali, cultura politecnica",01.1 Articolo in Rivista,1,ita,Camillo Boito e le Arti Industriali: tradizione e Design
-0,-0,"Ostuzzi, F; Rognoli, V; Saldien, J; Levi, M",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,RAPID PROTOTYPING JOURNAL,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/979533,-0,Assistive devices; Co-design; Low cost 3DP; Rheumatic diseases; Industrial and Manufacturing Engineering; Mechanical Engineering,01.1 Articolo in Rivista,4,eng,+TUO project: Low cost 3D printers as helpful tool for small communities with rheumatic diseases
-0,-0,"Karana, E.; Pedgley, O.; Rognoli, V.; Korsunsky, A.;",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,MATERIALS & DESIGN,info:eu-repo/semantics/closedAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/979534,-0,-0,01.1 Articolo in Rivista,4,eng,Emerging material experiences
-0,-0,"Karana, Elvin; Barati, Bahareh; Rognoli, Valentina; Zeeuw Van Der Laan, Anouk",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,INTERNATIONAL JOURNAL OF DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/979536,-0,"Designing with waste; Experience design; Material driven design; Materials; Materials experience; Computer Graphics and Computer-Aided Design; Industrial and Manufacturing Engineering; Strategy and Management1409 Tourism, Leisure and Hospitality Management; Marketing",01.1 Articolo in Rivista,4,eng,Material driven design (MDD): A method to design for material experiences
-0,-0,"Karana, Elvin; Pedgley, Owain; Rognoli, Valentina",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,DESIGN ISSUES,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/979587,-0,-0,01.1 Articolo in Rivista,3,eng,On materials experience
-0,-0,"Bucchetti, VALERIA LUISA",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,AIS / DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/979945,-0,"storia, comunicazione, identità, packaging, alimentare, design",01.1 Articolo in Rivista,1,ita,Icone alimentari: il packaging in un secolo di trasformazioni
-0,-0,"Daglio, Laura; Gerosa, GIULIA MARIA",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/981201,-0,"Mobilità, temporaneità, durabilità, multidisciplinarità, multiscalarità",01.1 Articolo in Rivista,2,ita,Città in movimento. Muoversi in città vs la città che si muove
-0,-0,"Ciancia, Mariana",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,INTERNATIONAL JOURNAL OF TRANSMEDIA LITERACY,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/984173,-0,"transmedia practice, transmedia research, transmedia design, multi-channel communication, design culture, design practice, methodology",01.1 Articolo in Rivista,1,eng,Transmedia Design Framework. Design-Oriented Approach to Transmedia Research
-0,-0,"Franceschini, Silvia",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,VOLUME,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/984598,-0,"Learning, Liminality, Tools, Globalization",01.1 Articolo in Rivista,1,eng,Global Tools of Learning
-0,-0,"Iannilli, valeria maria",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,ZONEMODA JOURNAL,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/986502,-0,"Emotional design, well-being experience, SPA",01.1 Articolo in Rivista,1,eng,The emotional dimension in the design of spaces of well-being
-0,-0,"Baule, Giovanni",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Esperti anonimi,2015,-0,AIS / DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/986579,-0,"carta del progetto grafico, charter of graphic design, communication design, cultura del progetto, design culture, design della comunicazione, Design Grafico, disciplinary foundation, fondazione disciplinare, Graphic design",01.1 Articolo in Rivista,1,eng;ita,"La Carta del Progetto Grafico venticinque anni dopo.

Una rilettura"
-0,-0,"Baule, Giovanni",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2015,-0,AIS / DESIGN,info:eu-repo/semantics/openAccess,ELETTRONICO,-0,http://hdl.handle.net/11311/986580,-0,"comunicazione alimentare, Design Grafico, packaging design, prototipo comunicativo",01.1 Articolo in Rivista,1,eng;ita,La doppia invenzione. Un prototipo comunicativo dell’industria alimentare.Il caso Star
